Timestamp,GYRO_X,GYRO_Y,GYRO_Z,ACCEL_X,ACCEL_Y,ACCEL_Z,MAG_X,MAG_Y,MAG_Z,FDC,REED1,REED2
2019-08-1213:13:28.9870,-2.43,2.04,2.82,4.97,7.07,-7.09,18,-7.37,46.13,11.897,1,0
2019-08-1213:13:29.1080,-2.43,2.04,2.82,4.21,6.11,-6.55,18,-7.37,46.13,11.903,1,0
2019-08-1213:13:29.2000,-2.43,2.04,2.82,1.11,5.5,-8.12,18,-7.37,46.13,11.863,1,1
2019-08-1213:13:29.2880,-2.43,2.04,2.82,1.11,5.5,-8.12,18,-7.37,20.5,11.762,1,1
2019-08-1213:13:29.4080,-0.11,0.47,-1.88,1.11,5.5,-8.12,-23,-41.81,20.5,11.658,1,1
2019-08-1213:13:29.4970,-0.11,0.47,-1.88,1.11,5.5,-8.12,-23,-41.81,-7.19,11.593,1,1
2019-08-1213:13:29.5900,-2.14,0.84,2.62,1.11,5.5,-8.12,9.88,-40.06,-14.44,11.523,1,1
2019-08-1213:13:29.7080,-2.14,0.84,2.62,1.11,5.5,-8.12,-0.88,-45.94,-50.69,11.658,1,1
2019-08-1213:13:29.7670,-2.14,0.84,2.62,1.11,5.5,-8.12,6.56,-47.5,-50.69,12.142,1,1
2019-08-1213:13:29.8880,-2.14,0.84,2.62,1.11,5.5,-8.12,6.56,-47.5,-50.69,12.196,1,1
2019-08-1213:13:29.9770,3.97,-4.91,-3.15,1.11,5.5,-8.12,6.56,-47.5,-50.69,12.227,1,1
2019-08-1213:13:30.0970,2.44,-2.73,-1,1.11,5.5,-8.12,6.56,-47.5,-50.69,12.284,1,1
2019-08-1213:13:30.1870,1.87,0.42,-0.58,-0.12,0.36,-11.11,6.56,-47.5,-50.69,12.295,1,1
2019-08-1213:13:30.2780,1.87,0.42,-0.58,-0.12,0.36,-11.11,6.56,-47.5,-50.69,12.289,1,1
2019-08-1213:13:30.3670,-0.41,-0.21,0.25,-0.12,0.36,-11.11,6.56,-47.5,460.87,12.293,1,1
2019-08-1213:13:30.4880,0.18,-0.35,0.67,-0.12,0.36,-11.11,-109.06,333.75,247.37,12.278,1,1
2019-08-1213:13:30.5770,0.18,-0.35,0.67,-0.12,0.36,-11.11,-49.31,197,135.37,12.318,1,1
2019-08-1213:13:30.6980,0.18,-0.35,0.67,-0.12,0.36,-11.11,11.31,191.25,135.37,12.346,1,1
2019-08-1213:13:30.7890,0.18,-0.35,0.67,-0.12,0.36,-11.11,11.31,191.25,135.37,12.365,1,1
2019-08-1213:13:30.8770,0.02,0.03,0.09,-0.12,0.36,-11.11,11.31,191.25,135.37,12.374,1,1
2019-08-1213:13:30.9670,-0.03,-0.13,-0.02,-0.12,0.36,-11.11,11.31,191.25,135.37,12.378,1,1
2019-08-1213:13:31.0870,-0.01,0.03,0,0.72,0.44,-9.73,11.31,191.25,135.37,12.381,1,1
2019-08-1213:13:31.1770,-0.01,0.03,0,0.72,0.44,-9.77,11.31,191.25,72.62,12.381,1,1
2019-08-1213:13:31.2970,-0.01,0.03,0,0.72,0.44,-9.77,-27.06,-22.75,72.62,12.383,1,1
2019-08-1213:13:31.3580,-0.01,0.03,0,0.72,0.44,-9.77,-27.06,-22.75,73.94,12.385,1,1
2019-08-1213:13:31.4780,0,0,0,0.72,0.44,-9.77,-25.69,-22.37,73.94,12.383,1,1
2019-08-1213:13:31.5670,0,0,0,0.72,0.44,-9.77,-25.69,-22.37,73.94,12.384,1,1
2019-08-1213:13:31.6870,0,0,0,0.72,0.44,-9.77,-25.69,-22.37,73.94,12.384,1,1
2019-08-1213:13:31.7770,0,0.01,0,0.72,0.44,-9.77,-25.69,-22.37,73.94,12.384,1,1
2019-08-1213:13:31.8670,0,0,0,0.72,0.44,-9.77,-25.69,-22.37,73.94,12.386,1,1
2019-08-1213:13:31.9580,0,0.01,0,0.72,0.44,-9.77,-25.69,-22.37,73.94,12.386,1,1
2019-08-1213:13:32.0780,0,0,0,0.72,0.44,-9.77,-25.69,-22.37,73.94,12.386,1,1
2019-08-1213:13:32.1700,0,0,0,0.74,0.43,-9.77,-25.69,-22.37,73.94,12.386,1,1
2019-08-1213:13:32.2570,0,0,0,0.74,0.43,-9.77,-25.69,-22.37,73.94,12.387,1,1
2019-08-1213:13:32.3480,-0.01,0,0,0.74,0.43,-9.77,-25.69,-22.37,74.56,12.386,1,1
2019-08-1213:13:32.4670,-0.01,0,0,0.74,0.43,-9.77,-26.87,-21.25,78,12.386,1,1
2019-08-1213:13:32.5570,-0.01,0,0,0.74,0.43,-9.77,-25.81,-20.25,78,12.387,1,1
2019-08-1213:13:32.6780,-0.01,0,0,0.74,0.43,-9.77,-25.81,-20.25,78,12.386,1,1
2019-08-1213:13:32.7680,0,0,0,0.74,0.43,-9.77,-25.81,-20.25,78,12.386,1,1
2019-08-1213:13:32.8580,0,0,0,0.74,0.43,-9.77,-25.81,-20.25,78,12.384,1,1
2019-08-1213:13:32.9470,0,0,0,0.74,0.43,-9.77,-25.81,-20.25,78,12.378,1,1
2019-08-1213:13:33.0670,0,0,0,0.74,0.43,-9.77,-25.81,-20.25,78,12.35,1,1
2019-08-1213:13:33.1580,0,0,0,0.74,0.43,-9.77,-25.81,-20.25,78,12.299,1,1
2019-08-1213:13:33.2480,0,0,0,0.74,0.43,-9.77,-25.81,-20.25,78,12.269,1,1
2019-08-1213:13:33.3680,-0.03,0.41,0.01,0.74,0.43,-9.77,-25.81,-20.25,98.31,12.23,1,1
2019-08-1213:13:33.5180,0.49,0.11,1.39,0.74,0.43,-9.77,-1.19,45.19,1.37,12.228,1,1
2019-08-1213:13:33.5470,0.49,0.11,1.39,0.74,0.43,-9.77,22.94,11.25,1.37,11.945,1,1
2019-08-1213:13:33.6670,0.49,0.11,1.39,0.74,0.43,-9.77,22.94,11.25,1.37,11.811,1,1
2019-08-1213:13:33.7580,-2.98,0.18,-0.77,0.74,0.43,-9.77,22.94,11.25,1.37,11.438,1,1
2019-08-1213:13:33.8480,-2.2,1.44,-1.54,0.74,0.43,-9.77,22.94,11.25,1.37,11.428,1,1
2019-08-1213:13:33.9370,-4.37,2.15,-1.4,0.74,0.43,-9.77,22.94,11.25,1.37,11.415,1,1
2019-08-1213:13:34.0570,0.04,0.83,0.69,0.74,0.43,-9.77,22.94,11.25,1.37,11.435,1,1
2019-08-1213:13:34.1470,0.8,-0.15,0.62,0.74,0.43,-9.77,22.94,11.25,1.37,11.197,1,1
2019-08-1213:13:34.2670,-0.14,0.59,1.43,0.74,0.43,-9.77,22.94,11.25,1.37,11.128,1,1
2019-08-1213:13:34.3270,-0.92,-0.12,1.68,0.74,0.43,-9.77,22.94,11.25,-48.5,11.487,1,1
2019-08-1213:13:34.4470,-1.38,-1.5,2.08,0.74,0.43,-9.77,19.25,-58.88,-48.5,11.717,1,1
2019-08-1213:13:34.5680,-1.38,-1.5,2.08,0.74,0.43,-9.77,19.25,-58.88,-48.5,12.078,1,1
2019-08-1213:13:34.6570,1.83,-3.54,-13.58,-8.19,4.64,-6.05,19.25,-58.88,-48.5,11.745,1,1
2019-08-1213:13:34.7780,1.83,-3.54,-13.58,-8.19,4.64,-6.05,19.25,-58.88,-48.5,11.772,1,1
2019-08-1213:13:34.8370,-0.79,0.67,-7.28,-5.54,-6.09,-7.39,19.25,-58.88,-48.5,11.546,1,1
2019-08-1213:13:34.9280,-0.79,0.67,-7.28,-5.54,-6.09,-7.39,19.25,-58.88,-48.5,11.586,0,1
2019-08-1213:13:35.0480,-0.74,-0.29,15.28,-5.54,-6.09,-7.39,19.25,-58.88,-48.5,11.903,1,0
2019-08-1213:13:35.1380,-2.84,0.7,15.71,-5.54,-6.09,-7.39,19.25,-58.88,-48.5,11.98,1,0
2019-08-1213:13:35.2570,0,-0.56,-3.6,-5.54,-6.09,-7.39,19.25,-58.88,-48.5,11.921,1,0
2019-08-1213:13:35.3170,5.7,0.08,-24.69,-5.54,-6.09,-7.39,19.25,-58.88,30.06,12.052,1,0
2019-08-1213:13:35.4370,4.58,1.73,-1.86,-5.54,-6.09,-7.39,36.69,-6.25,30.06,11.86,1,0
2019-08-1213:13:35.5270,4.58,1.73,-1.86,-5.54,-6.09,-7.39,36.69,-6.25,30.06,11.317,0,1
2019-08-1213:13:35.6490,-2.37,0.96,8.85,-5.54,-6.09,-7.39,36.69,-6.25,37,11.197,1,0
2019-08-1213:13:35.7370,-2.25,1.13,5.53,-5.54,-6.09,-7.39,-26.31,-20.94,37,11.993,1,0
2019-08-1213:13:35.8270,-2.25,1.13,5.53,-5.54,-6.09,-7.39,-26.31,-20.94,37,11.427,1,0
2019-08-1213:13:35.9180,2.25,0.47,-3.35,-3.43,7.59,-6.12,-26.31,-20.94,37,11.3,1,0
2019-08-1213:13:36.0370,2.25,0.47,-3.35,-3.43,7.59,-6.12,-26.31,-20.94,37,11.22,1,0
2019-08-1213:13:36.1290,-2.61,0.53,8.25,-3.43,7.59,-6.12,-26.31,-20.94,37,11.111,0,1
2019-08-1213:13:36.2480,0.49,1.83,5.19,-3.43,7.59,-6.12,-26.31,-20.94,37,11.295,0,1
2019-08-1213:13:36.3380,-0.75,0.99,3.87,5.64,4.14,-3.71,-26.31,-20.94,37,11.584,0,1
2019-08-1213:13:36.4280,-0.75,0.99,3.87,5.64,4.14,-3.71,-26.31,-20.94,29.87,12.104,1,0
2019-08-1213:13:36.5180,1.46,-0.24,-9.98,5.64,4.14,-3.71,1.94,-30.75,29.87,11.919,1,0
2019-08-1213:13:36.6380,1.46,-0.24,-9.98,5.64,4.14,-3.71,1.94,-30.75,41.94,11.835,1,0
2019-08-1213:13:36.7280,1.31,1.11,-4.5,5.64,4.14,-3.71,9.5,-39.19,39.5,11.853,1,0
2019-08-1213:13:36.8180,1.31,1.11,-4.5,5.64,4.14,-3.71,-9.81,-50.13,39.5,11.887,1,0
2019-08-1213:13:36.9080,1.31,1.11,-4.5,5.64,4.14,-3.71,-9.81,-50.13,39.5,11.919,1,0
2019-08-1213:13:37.0280,-0.92,2.2,1.73,5.64,4.14,-3.71,-9.81,-50.13,39.5,12.416,1,0
2019-08-1213:13:37.1170,0.75,-1.33,-7.08,5.64,4.14,-3.71,-9.81,-50.13,39.5,11.816,1,0
2019-08-1213:13:37.2370,0.94,-1.86,-3.16,5.64,4.14,-3.71,-9.81,-50.13,39.5,11.982,0,1
2019-08-1213:13:37.3280,-1.11,1.02,4.41,-4.78,6.86,-6.97,-9.81,-50.13,39.5,11.926,0,1
2019-08-1213:13:37.4170,-1.11,1.02,4.41,-4.78,6.86,-6.97,-9.81,-50.13,39.5,11.705,1,0
2019-08-1213:13:37.5070,-0.12,-0.53,0.16,-4.78,6.86,-6.97,-9.81,-50.13,18.5,11.935,1,0
2019-08-1213:13:37.6580,-1.9,-0.46,4.27,-4.78,6.86,-6.97,9.63,-45.69,23.12,11.278,1,1
2019-08-1213:13:37.7180,-1.9,-0.46,4.27,-4.78,6.86,-6.97,-42.44,-29.94,23.12,11.683,1,1
2019-08-1213:13:37.8070,-1.9,-0.46,4.27,-4.78,6.86,-6.97,-42.44,-29.94,32,11.535,1,1
2019-08-1213:13:37.8970,1.4,-1.91,-3.9,-4.78,6.86,-6.97,-40.25,-39.19,32,11.264,0,1
2019-08-1213:13:38.0480,1.4,-1.91,-3.9,-4.78,6.86,-6.97,-40.25,-39.19,32,11.833,1,1
2019-08-1213:13:38.1080,0.26,0.29,-0.24,-4.78,6.86,-6.97,-40.25,-39.19,32,11.696,1,0
2019-08-1213:13:38.2280,0.49,-0.47,0.54,4.04,7.25,-6.2,-40.25,-39.19,32,11.742,1,0
2019-08-1213:13:38.3180,0.49,-0.47,0.54,3,6.86,-6.05,-40.25,-39.19,22.62,11.8,1,0
2019-08-1213:13:38.4080,0.49,-0.47,0.54,3,6.86,-6.05,1.69,-48.63,22.62,11.859,1,0
2019-08-1213:13:38.4970,0.49,-0.47,0.54,3,6.86,-6.05,1.69,-48.63,20.69,11.744,1,1
2019-08-1213:13:38.6470,0.7,-0.51,-2.05,3,6.86,-6.05,11,-55.38,8.5,11.584,1,1
2019-08-1213:13:38.7070,0.7,-0.51,-2.05,3,6.86,-6.05,4.69,-66.12,9.63,11.603,1,1
2019-08-1213:13:38.7970,0.7,-0.51,-2.05,3,6.86,-6.05,-18.87,-63.63,11.25,11.242,1,1
2019-08-1213:13:38.8870,0.7,-0.51,-2.05,3,6.86,-6.05,-9.88,-16.44,11.25,11.186,1,1
2019-08-1213:13:39.0080,0.7,-0.51,-2.05,3,6.86,-6.05,-9.88,-16.44,11.25,10.746,1,1
2019-08-1213:13:39.0970,-0.32,2.56,2.76,10.28,4.49,0.73,-9.88,-16.44,11.25,11.471,1,1
2019-08-1213:13:39.2170,-0.32,2.56,2.76,6.87,4.64,-1.64,-9.88,-16.44,11.25,12.159,1,1
2019-08-1213:13:39.3070,-0.32,2.56,2.76,8.67,4.91,-5.59,-9.88,-16.44,11.25,12.137,1,1
2019-08-1213:13:39.3980,-0.32,2.56,2.76,3.04,2.69,-9.5,-9.88,-16.44,11.25,12.014,1,1
2019-08-1213:13:39.4870,-0.32,2.56,2.76,-0.6,4.83,-10.64,-9.88,-16.44,-27,12.289,1,1
2019-08-1213:13:39.6080,-0.32,2.56,2.76,-0.6,4.83,-10.64,15.75,-34.94,-27,12.309,1,1
2019-08-1213:13:39.6980,-0.32,2.56,2.76,-0.6,4.83,-10.64,15.75,-34.94,-27,12.318,1,1
2019-08-1213:13:39.7900,-0.56,0.09,0.38,-0.6,4.83,-10.64,15.75,-34.94,-27,12.323,1,1
2019-08-1213:13:39.8770,-0.29,-0.42,0.68,-0.6,4.83,-10.64,15.75,-34.94,-27,12.332,1,1
2019-08-1213:13:39.9980,0.16,-0.58,0.23,-0.6,4.83,-10.64,15.75,-34.94,-27,12.366,1,1
2019-08-1213:13:40.0880,-0.74,0.04,-1.13,-0.1,0.5,-9.46,15.75,-34.94,-27,12.404,1,1
2019-08-1213:13:40.2070,-0.74,0.04,-1.13,-0.1,0.5,-9.46,15.75,-34.94,-27,12.407,1,1
2019-08-1213:13:40.2970,-0.09,1.17,0,-0.1,0.5,-9.46,15.75,-34.94,-27,12.406,1,1
2019-08-1213:13:40.3880,0.03,0.02,-0.01,0.66,0.39,-9.77,15.75,-34.94,-27,12.404,1,1
2019-08-1213:13:40.4770,0.03,0.02,-0.01,0.66,0.39,-9.77,15.75,-34.94,53.63,12.407,1,1
2019-08-1213:13:40.5980,0,0.03,0,0.66,0.39,-9.77,-11.13,-11.5,61.94,12.408,1,1
2019-08-1213:13:40.6870,0,0.03,0,0.66,0.39,-9.77,-11.5,-7.69,61.94,12.407,1,1
2019-08-1213:13:40.8080,0,0.03,0,0.66,0.39,-9.77,-11.5,-7.69,61.94,12.408,1,1
2019-08-1213:13:40.8710,0,0,0,0.66,0.39,-9.77,-11.5,-7.69,61.94,12.408,1,1
2019-08-1213:13:40.9880,0,0,0,0.66,0.39,-9.77,-11.5,-7.69,61.94,12.408,1,1
2019-08-1213:13:41.0770,0,0,0,0.66,0.39,-9.77,-11.5,-7.69,61.94,12.406,1,1
2019-08-1213:13:41.1970,0,0,0,0.66,0.39,-9.77,-11.5,-7.69,61.94,12.403,1,1
2019-08-1213:13:41.2880,0,0,0,0.66,0.39,-9.77,-11.5,-7.69,61.94,12.368,1,1
2019-08-1213:13:41.3780,0,0,0,0.66,0.39,-9.77,-11.5,-7.69,61.94,12.293,1,1
2019-08-1213:13:41.4670,-0.01,0,0,0.66,0.39,-9.77,-11.5,-7.69,57.94,12.296,1,1
2019-08-1213:13:41.5880,-0.22,-0.62,0.08,0.66,0.39,-9.77,-7.81,-7,57.94,12.275,1,1
2019-08-1213:13:41.6830,-0.22,-0.62,0.08,0.66,0.39,-9.77,-7.81,-7,57.94,12.18,1,1
2019-08-1213:13:41.7980,-0.03,-0.34,-0.04,0.66,0.39,-9.77,-7.81,-7,57.94,12.17,1,1
2019-08-1213:13:41.8880,0.35,-2.28,1.95,-0.33,2.3,-10.91,-7.81,-7,57.94,12.293,1,1
2019-08-1213:13:41.9770,0.35,-2.28,1.95,-1.33,1.81,-10.03,-7.81,-7,57.94,11.842,1,1
2019-08-1213:13:42.0670,0.35,-2.28,1.95,-1.33,1.81,-10.03,-7.81,-7,57.94,11.471,1,1
2019-08-1213:13:42.2180,-4.62,-1.01,-3.11,-1.33,1.81,-10.03,-7.81,-7,57.94,11.233,1,1
2019-08-1213:13:42.2830,-4.81,1.83,-0.6,-1.33,1.81,-10.03,-7.81,-7,57.94,11.245,1,1
2019-08-1213:13:42.3720,-2.37,2.29,1.06,-1.33,1.81,-10.03,-7.81,-7,57.94,11.191,1,1
2019-08-1213:13:42.4580,1.03,-0.61,-0.14,-1.33,1.81,-10.03,-7.81,-7,57.94,11.641,1,1
2019-08-1213:13:42.5790,-0.87,-0.09,0.43,-1.33,1.81,-10.03,-7.81,-7,57.94,11.253,1,1
2019-08-1213:13:42.6680,0.22,0.39,0.44,2.5,7.97,-5.62,-7.81,-7,57.94,10.425,1,1
2019-08-1213:13:42.7870,0.22,0.39,0.44,2.5,7.97,-5.62,-7.81,-7,57.94,11.175,1,1
2019-08-1213:13:42.8780,-2,0.89,0.4,2.73,9.55,-3.79,-7.81,-7,-26,10.88,1,1
2019-08-1213:13:42.9670,-2,0.89,0.4,2.73,9.55,-3.79,-12.13,-66.81,-12.88,11.003,1,1
2019-08-1213:13:43.1170,-2,0.89,0.4,2.73,9.55,-3.79,-12.44,-58.63,-12.88,10.665,1,1
2019-08-1213:13:43.1770,-2,0.89,0.4,2.73,9.55,-3.79,-12.44,-58.63,-12.88,10.56,1,0
2019-08-1213:13:43.2680,0.89,-0.16,-0.09,2.73,9.55,-3.79,-12.44,-58.63,-12.88,11.174,1,0
2019-08-1213:13:43.3570,-0.1,-0.16,0.04,2.73,9.55,-3.79,-12.44,-58.63,-12.88,10.829,0,1
2019-08-1213:13:43.4480,-0.39,-2.28,1.86,2.73,9.55,-3.79,-12.44,-58.63,-12.88,11.527,1,1
2019-08-1213:13:43.5670,-0.84,0.11,2.47,2.73,9.55,-3.79,-12.44,-58.63,-12.88,11.738,1,0
2019-08-1213:13:43.6880,1.97,-0.31,-6.03,2.73,9.55,-3.79,-12.44,-58.63,-12.88,11.899,1,0
2019-08-1213:13:43.7780,2.79,-0.11,-7.41,2.73,9.55,-3.79,-12.44,-58.63,30.19,11.685,1,0
2019-08-1213:13:43.8670,1.51,-0.49,-1.56,2.73,9.55,-3.79,8.63,-20.06,22.31,11.263,1,0
2019-08-1213:13:43.9580,1.51,-0.49,-1.56,2.73,9.55,-3.79,3.25,-25.31,22.31,11.583,0,1
2019-08-1213:13:44.0470,1.51,-0.49,-1.56,2.73,9.55,-3.79,3.25,-25.31,22.31,11.288,0,1
2019-08-1213:13:44.1670,-0.7,0.66,2.91,2.73,9.55,-3.79,3.25,-25.31,22.31,11.663,0,1
2019-08-1213:13:44.2570,0.11,0.68,-1.88,2.73,9.55,-3.79,3.25,-25.31,22.31,11.658,1,0
2019-08-1213:13:44.3780,-0.04,-0.48,-0.15,2.73,9.55,-3.79,3.25,-25.31,22.31,11.471,1,0
2019-08-1213:13:44.4380,0.62,-0.55,-2.53,2.73,9.55,-3.79,3.25,-25.31,22.31,11.586,1,0
2019-08-1213:13:44.5580,1.04,-0.92,3.2,2.73,9.55,-3.79,3.25,-25.31,22.31,11.333,1,0
2019-08-1213:13:44.6480,-1.03,-0.77,8.78,2.73,9.55,-3.79,3.25,-25.31,22.31,11.472,0,1
2019-08-1213:13:44.7670,-1.2,-1.89,3.88,2.73,9.55,-3.79,3.25,-25.31,37.38,11.846,1,0
2019-08-1213:13:44.8580,0.15,-2.62,-7.19,2.73,9.55,-3.79,31.31,-48.56,41.88,11.837,0,1
2019-08-1213:13:44.9480,0.15,-2.62,-7.19,2.73,9.55,-3.79,63.44,-12.94,58.81,11.782,1,0
2019-08-1213:13:45.0380,0.15,-2.62,-7.19,2.73,9.55,-3.79,46.31,27.75,58.81,11.64,1,0
2019-08-1213:13:45.1880,0.15,-2.62,-7.19,-7.04,-3.06,-6.43,46.31,27.75,58.81,11.821,1,0
2019-08-1213:13:45.2770,0.15,-2.62,-7.19,-8.22,-2.56,-4.59,46.31,27.75,58.81,11.795,1,0
2019-08-1213:13:45.3370,0.15,-2.62,-7.19,-8.22,-2.56,-4.59,46.31,27.75,58.81,11.861,1,0
2019-08-1213:13:45.4280,2.44,1.4,2,-8.22,-2.56,-4.59,46.31,27.75,58.81,11.522,1,0
2019-08-1213:13:45.5470,1.5,1.48,0.67,-2.09,-6.2,-8.16,46.31,27.75,58.81,11.573,1,0
2019-08-1213:13:45.6380,1.5,1.48,0.67,-2.09,-6.2,-8.16,46.31,27.75,23,11.754,1,0
2019-08-1213:13:45.7880,0.64,0.8,0.54,-2.09,-6.2,-8.16,60.13,29.56,23,11.817,1,0
2019-08-1213:13:45.8470,0.64,0.8,0.54,-2.09,-6.2,-8.16,60.13,29.56,22.62,11.838,1,0
2019-08-1213:13:45.9370,-0.19,0.57,1.01,-2.09,-6.2,-8.16,61.19,21.62,24.44,11.897,1,0
2019-08-1213:13:46.0870,-0.19,0.57,1.01,-2.09,-6.2,-8.16,64.12,24.12,24.44,11.846,1,0
2019-08-1213:13:46.1490,-0.19,0.57,1.01,-2.09,-6.2,-8.16,64.12,24.12,24.44,11.822,1,0
2019-08-1213:13:46.2380,0.05,0.03,-0.8,-3.13,-7.27,-8.42,64.12,24.12,24.44,11.824,1,0
2019-08-1213:13:46.3590,0.05,0.03,-0.8,-3.13,-7.27,-8.42,64.12,24.12,24.44,11.82,1,0
2019-08-1213:13:46.4180,-1.76,-1.41,-1.71,-3.13,-7.27,-8.42,64.12,24.12,24.44,11.857,1,0
2019-08-1213:13:46.5380,-3.15,-0.08,-0.22,-3.13,-7.27,-8.42,64.12,24.12,24.44,11.966,1,0
2019-08-1213:13:46.6570,-1.76,-0.49,-2.38,-6,-2.21,-5.47,64.12,24.12,52.38,11.915,1,0
2019-08-1213:13:46.7470,-1.76,-0.49,-2.38,-6,-2.21,-5.47,34.38,23,52.38,11.954,1,0
2019-08-1213:13:46.8370,-1.76,-0.49,-2.38,-6,-2.21,-5.47,34.38,23,52.38,11.789,1,0
2019-08-1213:13:46.9270,-0.8,2.09,2.73,-6,-2.21,-5.47,34.38,23,64.37,11.765,0,1
2019-08-1213:13:47.0550,-0.34,1.26,-0.59,-6,-2.21,-5.47,25.37,12.94,64.37,11.877,0,1
2019-08-1213:13:47.1370,-0.34,1.26,-0.59,-0.87,6.52,-7.73,25.37,12.94,64.37,11.704,1,0
2019-08-1213:13:47.2270,-0.34,1.26,-0.59,-3.4,6.25,-8.23,25.37,12.94,64.37,11.696,0,1
2019-08-1213:13:47.3470,-0.34,1.26,-0.59,-3.4,6.25,-8.23,25.37,12.94,64.37,11.938,1,0
2019-08-1213:13:47.4370,-1.99,0.21,1.69,-3.4,6.25,-8.23,25.37,12.94,64.37,11.732,0,1
2019-08-1213:13:47.5280,-0.84,2.54,4.72,-3.4,6.25,-8.23,25.37,12.94,64.37,11.918,0,1
2019-08-1213:13:47.6180,0.82,1.33,1.48,-3.4,6.25,-8.23,25.37,12.94,64.37,11.957,0,1
2019-08-1213:13:47.7680,0.91,-0.7,-2.87,0.97,8.13,-8.27,25.37,12.94,64.37,11.987,0,1
2019-08-1213:13:47.8270,0.91,-0.7,-2.87,0.97,8.13,-8.27,25.37,12.94,64.37,11.845,0,1
2019-08-1213:13:47.9170,0.3,0.38,-1.37,0.97,8.13,-8.27,25.37,12.94,64.37,11.786,1,1
2019-08-1213:13:48.0070,-0.92,1.14,0.85,0.97,8.13,-8.27,25.37,12.94,43,11.829,1,0
2019-08-1213:13:48.1270,0.74,-0.27,1.26,0.97,8.13,-8.27,15.69,-25.94,34.94,11.786,1,0
2019-08-1213:13:48.2170,0.74,-0.27,1.26,0.97,8.13,-8.27,18,-34.44,34.94,11.727,1,0
2019-08-1213:13:48.3370,0.74,-0.27,1.26,0.97,8.13,-8.27,18,-34.44,34.94,11.733,0,1
2019-08-1213:13:48.4280,-0.35,0.3,-0.54,0.97,8.13,-8.27,18,-34.44,34.94,11.723,0,1
2019-08-1213:13:48.5170,0.22,-0.06,0.26,0.97,8.13,-8.27,18,-34.44,34.94,11.773,1,1
2019-08-1213:13:48.6070,0.36,0.08,0.8,1.12,6.67,-6.55,18,-34.44,34.94,11.736,0,1
2019-08-1213:13:48.7270,0.36,0.08,0.8,1.12,6.67,-6.55,18,-34.44,34.94,11.731,0,1
2019-08-1213:13:48.8180,1.13,-0.21,-1.17,1.12,6.67,-6.55,18,-34.44,34.94,11.869,1,1
2019-08-1213:13:48.9080,0.1,0.14,-0.77,1.12,6.67,-6.55,18,-34.44,34.94,11.774,0,1
2019-08-1213:13:48.9980,0.44,0.1,-0.91,1.12,6.67,-6.55,18,-34.44,29.44,11.835,1,1
2019-08-1213:13:49.1470,-0.66,0.7,0.36,1.12,6.67,-6.55,14.19,-25.37,28.81,11.8,1,1
2019-08-1213:13:49.2180,-0.66,0.7,0.36,1.12,6.67,-6.55,-8.75,-50.56,28.81,11.844,1,1
2019-08-1213:13:49.3280,-0.66,0.7,0.36,1.12,6.67,-6.55,-8.75,-50.56,28.81,11.833,1,1
2019-08-1213:13:49.4170,0.01,0.04,-0.52,1.12,6.67,-6.55,-8.75,-50.56,28.81,11.704,1,1
2019-08-1213:13:49.5150,0.1,-0.15,-1.96,1.12,6.67,-6.55,-8.75,-50.56,28.81,11.595,1,1
2019-08-1213:13:49.6280,-1.84,0.69,-0.33,1.12,6.67,-6.55,-8.75,-50.56,28.81,11.5,1,1
2019-08-1213:13:49.7170,-0.78,0.08,-0.43,-0.14,10.23,-5.05,-8.75,-50.56,28.81,11.199,0,1
2019-08-1213:13:49.8070,-0.78,0.08,-0.43,1.39,10.12,-5.47,-8.75,-50.56,28.81,10.658,1,1
2019-08-1213:13:49.9280,-0.78,0.08,-0.43,1.39,10.12,-5.47,-8.75,-50.56,28.81,10.458,1,1
2019-08-1213:13:49.9870,-1.88,3.44,4.31,1.39,10.12,-5.47,-8.75,-50.56,-43.38,11.556,1,1
2019-08-1213:13:50.1070,1.69,-0.22,2.63,1.39,10.12,-5.47,0.06,-52.56,-35.06,11.952,1,1
2019-08-1213:13:50.1980,1.69,-0.22,2.63,1.39,10.12,-5.47,1.62,-44.38,-35.06,12.147,1,1
2019-08-1213:13:50.3180,1.69,-0.22,2.63,1.39,10.12,-5.47,1.62,-44.38,-35.06,12.264,1,1
2019-08-1213:13:50.4070,1.78,-2.36,-0.54,1.39,10.12,-5.47,1.62,-44.38,-35.06,12.32,1,1
2019-08-1213:13:50.4980,1.22,-0.35,-1.05,1.39,10.12,-5.47,1.62,-44.38,-35.06,12.31,1,1
2019-08-1213:13:50.6170,2.12,0.27,0.24,1.39,10.12,-5.47,1.62,-44.38,-35.06,12.31,1,1
2019-08-1213:13:50.7070,-0.4,0.41,0.03,0.97,0.23,-9.46,1.62,-44.38,-35.06,12.302,1,1
2019-08-1213:13:50.7980,-0.4,0.41,0.03,1.01,0.04,-9.42,1.62,-44.38,-35.06,12.306,1,1
2019-08-1213:13:50.9170,-0.4,0.41,0.03,0.59,-0.03,-9.57,1.62,-44.38,-35.06,12.319,1,1
2019-08-1213:13:51.0070,-0.4,0.41,0.03,0.51,0.54,-9.73,1.62,-44.38,145.62,12.374,1,1
2019-08-1213:13:51.0980,-0.4,0.41,0.03,0.51,0.54,-9.73,-45.94,46.5,145.62,12.377,1,1
2019-08-1213:13:51.1870,-0.4,0.41,0.03,0.51,0.54,-9.73,-45.94,46.5,145.62,12.381,1,1
